,0,1,2,3,4,5,6,7
1162,4.1,0,Carl Colpaert,"Carl Colpaert, Lisa Larrivee","In Topanga Canyon, in a beautiful but sparely appointed house, Jean Mackenzie feels like she's suffocating in her marriage to Paul, a tightly-wound architect. ""I love you, it's us I don't like,"" she says to him as she embarks on an affair with Paul's opposite: a burly slacker named Viggo who lives in a trailer that has no bathroom. During the affair, she stays at Vigg... Leer todo",99,The Affair,tt0339804
1163,6.2,No tiene datos,Nina Mimica,Nina Mimica,"When Colonel Pretis of the U.N. falls in love with Mathilde, a local girl, during the Balkans war, he lets his passion overcome his sense of duty and responsibility in a country torn by civil war. But his emotions and the beautiful Croatian seaside blur the tragedies of war... until they all catch up with him in the most fatal manner.",90,Mathilde,tt0339368
1164,5.7,No tiene datos,Robert Salis,"Robert Salis, Jean-Marie Besset","Paul and Agnes have been going out for quite a while and Agnes is shocked to learn that he'd rather live with two roommates on campus than move in with her. As soon as he meets one of his roommates, Louis-Anault, Paul's behavior changes - he is attracted to Louis without realizing so himself. Agnes, on the other hand, gets quite jealous and offers a bet: Whoever gets ... Leer todo",110,Grande école,tt0340137
1165,5.6,No tiene datos,Charles Stone III,Eric Champnella,"Aging baseball star who goes by the nickname, Mr. 3000, finds out many years after retirement that he didn't quite reach 3,000 hits. Now at age 47 he's back to try and reach that goal.",104,A tres golpes de la fama,tt0339412
1166,4.4,No tiene datos,Daniel Millican,Daniel Millican,Austin Police Detective Ben Simms searches for justice.,90,El vigilante,tt0339537
1167,5.8,No tiene datos,Reverge Anselmo,Reverge Anselmo,"Mark, el rebelde hijo de una familia adinerada, deserta de los marines por el duro entrenamiento al que lo somete su instructor. En la huida, se enamora de Dori, una joven estrella del rock mentalmente inestable.",97,Stateside,tt0339727
1168,6.6,No tiene datos,Kevin Asher Green,Kevin Asher Green,No tiene datos,80,Homework,tt0340161
1169,7.2,No tiene datos,Tomas Alfredson,"Tomas Alfredson, Robert Gustafsson, Jonas Inde","An eccentric millionaire dies at a manor in Dalarna in Sweden, leaving behind three sons and a mistress. One of four parallel stories about parents and children. Four sides of Sweden. Four shades of brown.",192,Fyra nyanser av brunt,tt0342636
1170,6.4,62,Harry A. Davis,Jack Haigis,"A defense attorney in Detroit, desperate to leave his career behind, is begged by his sister to represent her boyfriend, the alleged leader of the city's most notorious gang, MVP.",88,Joy Road,tt0342717
1171,2.9,No tiene datos,Minna Virtanen,"Lara Moon, Minna Virtanen, Leena Lehtolainen","Jonna, successful ad executive with husband Niklas and two small children, leads a double life. She is constantly on the lookout for quick casual sex. When she meets Aleksi, things start going awry in her personal and professional life.",99,Levottomat 3 - kun mikään ei riitä,tt0342689
1172,6.0,No tiene datos,Laura Colella,Laura Colella,"Nina is a former teenage soap star who abandoned her acting career to go to college, and then dropped out of college to travel the world. In the several years since, she has remained attached to the lifestyle of a transcontinental drifter. Back home for a few weeks, she drops in unannounced on her childhood friend Jim, and asks if she can crash with him for a few days... Leer todo",92,Stay Until Tomorrow,tt0340378
1173,5.7,No tiene datos,Stewart Svaasand,Stewart Svaasand,A group of slackers think they have found gold in the Highlands.,96,La última oportunidad,tt0342151
1174,5.9,No tiene datos,Michelangelo Antonioni,Kar-Wai Wong,"Tres cortometrajes, cada uno dirigido por uno de los directores Michelangelo Antonioni, Steven Soderbergh y Wong Kar Wai, tratan los temas de amor y sexo.",104,Eros,tt0343663
1175,5.6,30,Arthur Allan Seidelman,Robert James Waller,"An American government hitman on the run, makes a pact with two travellers to help him disappear into the Mexican jungle.",117,Puerto Vallarta Squeeze,tt0340919
1176,6.1,33,Albert Ter Heerdt,"Albert Ter Heerdt, Mimoun Oaïssa","Abdullah 'Ap' Bentarek is happy that his father Ali moved to the Netherlands, but the boy has lousy friends who are his partners in crime, and unrealistic expectations at the employment office.",89,Shouf shouf habibi!,tt0341578
1177,6.8,No tiene datos,Peter Segal,George Wing,"Henry Roth es un hombre con miedo al compromiso hasta que conoce a la bella Lucy. Se gustan y Henry cree que finalmente ha encontrado a la chica de sus sueños, hasta que descubre que ha perdido la memoria a corto plazo y olvida todo lo que ha pasado cada día.",99,50 primeras citas,tt0343660
1178,4.6,No tiene datos,Julien Seri,"Bruno Guiblet, Philippe Lyon, Charles Perrière","Six parkour adepts open a gym in Bangkok. When the new gym starts to attract the area's kids, a local gang feels challenged. Their Eurasian leader Kien attacks the foreigners while they are training on a scaffold.",93,El retorno de los Yamakashi,tt0345235
1179,7.0,No tiene datos,Arnaud Desplechin,"Arnaud Desplechin, Roger Bohbot","Historias paralelas que relatan la situación actual de dos examantes: Nora es una madre soltera que acude a cuidar a su padre, enfermo terminal. Encerrado en el pabellón mental, Ismael, un músico brillante, planea su huida.",150,Reyes y reina,tt0344273
1180,6.4,No tiene datos,Luis Puenzo,"Ángeles González Sinde, Lucía Puenzo, Luis Puenzo","A Spanish writer finds an old coffer with photographs of an Argentine man who fought and died in the Spanish Civil War, and of a woman. Her quest for answers brings Vera to the Argentine Patagonia.",122,La puta y la ballena,tt0342913
1181,6.7,No tiene datos,Federico Hidalgo,"Federico Hidalgo, Paulina Robles","Through an Internet service, a Montreal professor arranges for himself a Mexican bride. But both husband and wife, even with their good intentions, are in for a bumpy ride toward marital harmony.",100,Amor en silencio,tt0344337
1182,7.1,No tiene datos,Gianni Amelio,"Gianni Amelio, Sandro Petraglia, Stefano Rulli","Meeting his disabled son for the first time, a young father attempts to forge a relationship with the teenager.",111,Las llaves de casa,tt0345032
1183,7.2,69,Cathy Ziehl,"Ted Campbell, Cathy Ziehl","A small town boy, (Justin), picked on by locals for being slow, wants nothing more than a simple life and the love of the local beauty, (Rachel). Despite the disapproval of his father figure, (Mr Fisher), and the threats of Rachels current boyfriend, (Bobby), Justin continues his pursuit of her. This obsession changes Justin, and in the end he lets nothing stand in hi... Leer todo",No tiene datos,Sunflower,tt0344399
1184,4.1,No tiene datos,Kevin Downes,Kevin Downes,"In the last days before Armaggeddon, three men must make one eternal choice: receive the mark of the devil or stand for Christ. This movie will make you think about your own life choices.",107,Six: La hermandad,tt0344777
1185,7.9,No tiene datos,Fatih Akin,Fatih Akin,"Con la intención de liberarse de las estrictas restricciones familiares, una joven suicida acuerda un matrimonio de conveniencia con un adicto de cuarenta años, un acto que dará lugar a una explosión de amor envidioso.",121,Contra la pared,tt0347048
1186,5.5,No tiene datos,Mark Defriest,"Paul D. Barron, Ron Elliott, Gerald Glaskin","Southern Cross is an Australian family drama. Two immigrant children's mom dies, and her children are put in a detention center. Instead of waiting around, the children plan to escape and go across the land to their surviving relatives far away.",92,Southern Cross,tt0344723
1187,7.6,No tiene datos,Jean-Pierre Jeunet,Sébastien Japrisot,"Cuenta la historia de la búsqueda incesante de una joven por su prometido, desaparecido en las trincheras del Somme durante la Primera Guerra Mundial.",133,Largo domingo de noviazgo,tt0344510
1188,5.5,No tiene datos,Andrew Bakalar,Andrew Bakalar,A highly classified government experiment to restore hearing to the deaf leaves one frightened patient fighting for her life.,97,Paciente 14,tt0345777
1189,5.6,No tiene datos,Oliver Stone,Oliver Stone,"Alejandro, rey de Macedonia y uno de los mayores líderes militares de la historia de la guerra, conquista gran parte del mundo conocido.",175,Alejandro Magno,tt0346491
1190,5.5,No tiene datos,Philip Farha,"Charles Hall, Adam Mac, Lean, Ryan Neill","The death of her estranged father forces a Manhattan doctor back to her small-town roots, where she uncovers a dark secret.",96,Messengers,tt0347534
1191,6.1,53,Craig Monahan,Sue Smith,"Steph, a dyslexic teenager girl lost her parents in a car accident while still a baby. She was adopted and raised by her parents' best friend, Jude, an over-protective woman. She never left her small coastal town. She receives her dead mother's locked diary on her 18th birthday, the same day she starts work at the local peach cannery, and begins dual journeys, one pus... Leer todo",109,Peaches,tt0347755
1192,7.4,65,Naoko Kusumi,Shirow Masamune,"En el año 2032, Batou, un detective cíborg de la unidad antiterrorista, investiga el caso de una robot femenina, creada únicamente para el placer sexual, que asesinó a su dueño.",100,Ghost in the Shell 2: Innocence,tt0347246
1193,6.7,No tiene datos,Annette K. Olesen,"Kim Fupz Aakeson, Annette K. Olesen",Anna begins as a rookie chaplain in a women's prison and meets an inmate who can perform miracles and cure drug addicts with a touch. She says Anna is pregnant and a test confirms it. But not all is well.,101,En tus manos,tt0347016
1194,No tiene datos,No tiene datos,No tiene datos,No tiene datos,No tiene datos,No tiene datos,In the Land of Widows,tt0347241
1195,6.5,No tiene datos,Nicolas Boukhrief,Éric Besnard,Un hombre entra a trabajar a una compañía de camiones de seguridad para vengar la muerte de su hijo durante un asalto.,95,El transportista,tt0347330
1196,4.5,"4,1/10",Scott Spiegel,"Lee Batchler, Janet Scott Batchler","When her surrogate father who owns the casino she works in gets murdered, Modesty Blaise takes on those that killed him and are now at the casino to rob it. It turns out she is more than just a modest worker.",78,Mi nombre es Modesty: una aventura de Modesty Blaise,tt0347591
1197,6.4,No tiene datos,Pascal Plisson,"Olivier Dazat, Pascal Plisson","After a lion kills the village leader, the expected rains fail to arrive, so a group of warriors are sent to hunt the lion down and kill it in hopes that the rains will come at last.",94,Massai - Les guerriers de la pluie,tt0348847
1198,7.4,No tiene datos,Rajkumar Santoshi,Ranjit Kapoor,A team of police force escorts an alleged terrorist from Chandangarh to Mumbai. However their trip turns into a deadly survival when an ex-cop tries to stop them to reach Mumbai.,174,Khakee,tt0347332
1199,6.6,No tiene datos,Tod Williams,John Irving,El joven asistente de un escritor se convierte a la vez en peón y catalizador en la desintegración de la casa de su jefe.,111,Una mujer difícil,tt0348593
1200,5.3,No tiene datos,Clive Morris,Clive Morris,No tiene argumento,No tiene datos,A Case of Murder,tt0348565
1201,5.6,71,Ric Cantor,"Rebecca Green, Ric Cantor, Carry Franklin","As Suzie Gold's sister prepares to get married, it seems only natural that Suzie's thoughts should turn to the state of her own love-life. While her doting but dysfunctional family desperately want her to be happy - preferably by finding a good Jewish boy to settle down with - Suzie meets Darren, a boy from work, and they start a heady romance.",94,Suzie Gold,tt0348155
1202,6.2,62,Bill Ewing,Max Lucado,A life-sized Nativity scene leads a man to learn about his past and lost family.,96,Christmas Child,tt0346750
1203,7.2,No tiene datos,Juan José Campanella,Juan José Campanella,La historia de un club social y deportivo en un barrio porteño y de quienes intentan salvarlo del cierre.,143,Luna de Avellaneda,tt0347449
1204,7.0,81,Farah Khan,Farah Khan,"An army major goes undercover as a college student. His mission is both professional and personal: to protect his general's daughter from a radical militant, and to find his estranged half-brother.",182,Main Hoon Na,tt0347473
1205,7.5,No tiene datos,Pascale Breton,Pascale Breton,"Since he first saw Christina, his grandmother's nurse, Ildutt has set out on a desperate and pointless quest to become normal",135,Illumination,tt0348875
1206,6.0,No tiene datos,John Boorman,Antjie Krog,"Dos periodistas, uno estadounidense y otra sudafricana, se encuentran durante las audiencias de la Comisión de la Verdad y la Reconciliación de Sudáfrica.",105,Un país en Africa,tt0349260
