,0,1,2,3,4,5,6,7
1042,5.3,No tiene datos,Michael Kolko,"Erskine Caldwell, Horace Wilson",A struggling widow vows to save her teenage daughter from a life of hardship by snaring her a wealthy husband.,No tiene datos,The Sure Hand of God,tt0288833
1043,4.9,No tiene datos,Jeff Burr,Jeff Burr,"When two young American GIs desert their platoon in the final days of World War II, they will find themselves struggling against all odds to stay alive.",95,Directos al infierno,tt0287733
1044,7.6,No tiene datos,Eric Bress,J. Mackye Gruber,"Evan Treborn sufre pérdidas de conocimiento durante acontecimientos importantes de su vida. A medida que crece, encuentra una forma de recordar estos recuerdos perdidos y una forma sobrenatural de alterar su vida leyendo su diario.",113,El efecto mariposa,tt0289879
1045,3.2,No tiene datos,Ted Nicolaou,Ira Schwartz,"In the vein of Raiders of the Lost Ark (1981), this action-packed thriller takes us on a roller-coaster ride from the bone-chilling cold of Moscow, Russia to the mystical beauty of India. An ancient tablet found by famous British Archaeologist Professor Hyde-White (Michael O'Hagan) is believed to be a road map to the legendary Lost Temple of Faramundi and its hidden t... Leer todo",109,In the Shadow of the Cobra,tt0290219
1046,7.2,36,Michael A. Goorjian,Michael A. Goorjian,"A famed Hollywood director is nearing death and reevaluating his life. What troubles him most is the son he abandoned. As he is shown a film of his son's painful life, he is offered the opportunity of a lifetime: to set things right.",106,Illusion,tt0290218
1047,6.0,No tiene datos,Livia Giampalmo,Livia Giampalmo,No tiene argumento,92,Stai con me,tt0290872
1048,3.7,No tiene datos,Marek Probosz,Marek Probosz,"Y.M.I. unflinchingly demystifies teen suicide. It is a study of dark forces lurking in the lives of teenagers today. The story unveils three high school seniors who dress and live by the philosophy of ""Goth,"" good friends and great rebels: Digger, Noisy, and DVD. They decide to celebrate Digger's 18th birthday by breaking every rule of what they consider a ""shallow an... Leer todo",80,Y.M.I.,tt0290935
1049,5.3,89,David Hickey,"Shaneye Ferrell, Debby Throckmorton",A young girl finds out she's pregnant from her one night stand.,95,Knocked Up,tt0290705
1050,7.2,No tiene datos,Joel Schumacher,Gaston Leroux,Una joven soprano se convierte en la obsesión de un genio musical desfigurado que vive bajo la Ópera de París. Este secuestra a la soprano y obliga a los responsables de la obra a mantenerla como protagonista.,143,El fantasma de la ópera de Andrew Lloyd Webber,tt0293508
1051,8.5,No tiene datos,Gavin Dougan,Gavin Dougan,"A gritty vérité story of young, hungry and super-talented musicians struggling to find the promised land of a record deal - without selling out.",96,Brass Tacks,tt0295888
1052,5.6,80,Cindy Baer,Celeste Marie Davis,A rebellious and angst-ridden teenager finds a possible chance to redeem herself in the afterlife after prior years of drug addiction and frustration.,97,Purgatory House,tt0298120
1053,6.0,No tiene datos,Zak Tucker,Ryan Shiraki,"With the help of a hot, slightly older new acquaintence (Noseworthy), the closeted son (Newton) of a conservative U.S. Senator (Lerner) puts a shocking spin on his dad's re-election campaign.",98,Poster Boy,tt0297389
1054,4.7,No tiene datos,Jaime Osorio Gómez,"Iván Beltrán, Jaime Escallon-Buraglia, Jaime Osorio Gómez","Rodrigo Castillo is very sad: his wife Amparo has died. He gets dim when he finds some fan's flowers on Amparo's grave. But when he finds that those flowers come from Armando Lascar, a friend of them, he doesn't get angry. What he doesn't know, is that Armando was the Amparo's lover. This is when it start to be shown some Rodrigo's and Armando's flashbacks, and Amparo... Leer todo",80,Sin Amparo,tt0298149
1055,7.6,No tiene datos,Nora Jacobson,Nora Jacobson,A film about a troubled fire artist and a teenage girl in rural Vermont.,95,Nothing Like Dreaming,tt0299075
1056,No tiene datos,No tiene datos,No tiene datos,No tiene datos,No tiene datos,No tiene datos,No tiene datos,tt0296766
1057,6.2,No tiene datos,Kevin Smith,Kevin Smith,Un viudo debe cuidar a su precoz hija y reconstruir su vida y su carrera después de haber sido marginado por una tragedia inesperada y un arrebato personal.,102,Jersey Girl (Una chica de Jersey),tt0300051
1058,6.7,No tiene datos,Lucrecia Martel,Juan Pablo Domenech,16-year-old Amalia looks to save the soul of a middle-aged doctor.,106,La niña santa,tt0300270
1059,6.2,No tiene datos,Jan Sardi,Jan Sardi,"Despairing of ever finding love, the insecure Angelo uses a photo of his handsome brother Gino to convince a beautiful Italian girl across the sea to marry him. Gino is delighted for Angelo, until he finds out what happened. To complicate matters further, when Angelo introduces his brother to Rosetta it's love at first sight",103,Deseo compartido,tt0301563
1060,5.3,18,Richard Squires,Richard Squires,"This is the story of Nat Banks, an 8th generation Virginian gentleman farmer living in the past, who loses his family farm, Greenwood, to a pair of land speculators from Washington, D.C. When the predatory couple manipulates a ""legal"" real estate transaction that turns into a hostile possession of the manor house, he temporarily loses his mind, leaving his family but ... Leer todo",98,Crazy Like a Fox,tt0301358
1061,3.9,No tiene datos,Klaus Menzel,"Daryl Haney, John L. Jacobs, Klaus Menzel",A young man becomes suspicious when his recently widowed mother decides to re-marry soon after his stepfather's death.,95,Fascinación,tt0305632
1062,6.7,No tiene datos,William A. Baker,William A. Baker,"A young man grows up in Washington, D.C., after trying hard not to become a victim of his society, as a teenager he slips and falls in jail. After writing his way out of prison he has a spiritual encounter similar to when Moses received the ten commandments. The young man (Alex) goes on television and recites a spiritual poem that politicians and foreign embassies tak... Leer todo",No tiene datos,Land of the Free?,tt0305743
1063,4.9,No tiene datos,Scott Firestone,Scott Firestone,"A friendly vacation for four old friends - two couples from college - turns ugly...then deadly. What begins as a friendly 'extreme' week long camping trip goes from a warm 'Big Chill' into a chilling 'Deliverance' as old wounds unsurface, passions rise and personalities unravel.",98,Broken,tt0305753
1064,7.1,76,Rodney Evans,Rodney Evans,"A drama that looks back on the Harlem Renaissance from the perspective of an elderly, black writer who meets a gay teenager in a New York homeless shelter.",94,Brother to Brother,tt0306597
1065,6.7,No tiene datos,Antun Vrdoljak,"Wolfgang Held, Antun Vrdoljak","The film follows the life of fictional character Iva Kolar, including his experience as a Croatian university student, his role as a partisan fighting German troops, and his involvement in his nation's post-WW2 government.",200,Duga mracna noc,tt0305499
1066,6.3,No tiene datos,Jonathan Landau,Jonathan Landau,"Set in 1981, ""The Last Summer"" tells the story of 12-year-old Joel Shuman's first summer after the sudden death of his mom. Joel helps his family come to terms with their tragic loss while spending his last summer of innocence with the best friends he will ever know. ""The Last Summer"" recalls a time when life was still a mystery and every day was a new adventure.",95,The Last Summer,tt0305747
1067,6.3,64,Matthias X. Oberg,Matthias X. Oberg,"Enter a dark, dangerous world where the lines between reality and fantasy are blurred. Angela is 18, a stunning Dutch blonde, a comic illustrator, and bored with life. Eager for adventure, she moves to Tokyo to become a bar hostess for Asian men who like Western women. An innocent in this sexual underworld, she confronts sleazy customers, jealous co-workers and a myst... Leer todo",85,Stratosphere Girl,tt0306097
1068,4.5,No tiene datos,Samuel Turcotte,"Jodi Lane Baum, Samuel Turcotte, Darryl Wimberley","The story of a bodybuilder who longs to be respected for his mind. Mike Zorillo, a small town Ohio champion bodybuilder with a genius IQ, journeys to the Mecca of bodybuilding, Los Angeles, determined to beat his nemesis, Jake Steel, with natural science instead of steroids. Far from home, he's confronted by a gym culture of freaks, juicers and Hollywood wannabes. As ... Leer todo",129,"No Pain, No Gain",tt0306846
1069,4.7,No tiene datos,Aruna Villiers,"Louise L. Lambrichs, Guillaume Laurant, Franck Philippon","Ridden by guilt for not being able to have a child, wife decides to conceive by cloning. The daughter she gives birth to is therefor almost identical to her. The child starts to grow rapidly and slowly replaces mom in the household.",94,À ton image,tt0307343
1070,7.1,No tiene datos,Eric Fournier,Andrew Mayer,A bizarre mix of early Tod Hayne's and Phyllis Diller!,96,Shaye & Kiki,tt0307456
1071,5.5,50,Van Flesher,Randy Mack,"The story of a college student with an ""Annie Hall"" addiction trying to make his new relationship work.",95,Burning Annie,tt0307879
1072,2.2,No tiene datos,Alfonso Arau,Alfonso Arau,A look at the life of Mexican Revolution Hero Emiliano Zapata.,No tiene datos,Zapata - El sueño del héroe,tt0307692
1073,7.7,No tiene datos,Marc Forster,Allan Knee,La historia de la amistad de Sir J. M. Barrie con una familia que le inspiró para crear Peter Pan.,106,Descubriendo Nunca Jamás,tt0308644
1074,8.2,60,Robert Margolis,Robert Margolis,"Robert is an actor who may or may not be himself in this film about acting, aging and the dark side of ambition. Filmed over the course of 18 months, as a documentary crew follows Robert from one failed audition to another, recording in raw detail his every humiliation and small triumph as he searches for that elusive perfect role that will catapult his career into th... Leer todo",85,The Definition of Insanity,tt0309275
1075,7.1,50,Jim Ransweiler,Jennifer Kert,No tiene argumento,77,Cherry Bomb,tt0308109
1076,7.3,No tiene datos,Dayyan Eng,Dayyan Eng,"Chen Wen, an antique shop worker and aspiring author, who has just met the girl of his dreams. The only problem is that she only wants him as a very close friend, not as a boyfriend.",107,Du zi deng dai,tt0311041
1077,5.4,No tiene datos,Andrea Vecchiato,"Sophie Dix, Isabella Santacroce, Andrea Vecchiato","Set in 2010, Luminal is the story of a friendship between two teenagers, on an urban backdrop of excesses.",89,Luminal,tt0311462
1078,5.8,27,Rafal Zielinski,Joey Dedio,"A group of street kids find that the only way to make it through the day is to hold onto their dreams while their reality is eating out of dumpsters, turning tricks and squatting in abandoned buildings.",103,Downtown: A Street Tale,tt0309531
1079,8.4,No tiene datos,Dale Richard Howard,Dale Richard Howard,No tiene datos,No tiene datos,Pure,tt0312277
1080,5.3,No tiene datos,Charles S. Dutton,Jackie Kallen,"Una historia de ficción inspirada en la pionera boxeadora más famosa de Norteamérica, Jackie Kallen. Su lucha por sobrevivir y triunfar en un deporte dominado por hombres.",110,Contra las cuerdas,tt0312329
1081,6.5,No tiene datos,Reza Bagher,"Reza Bagher, Erik Norberg, Mikael Niemi",Two boys grow up together in the town of Pajala during the 1960s. United by rock'n'roll music.,105,Populärmusik från Vittula,tt0314524
1082,5.7,No tiene datos,Brian Robbins,Marc Hyman,Seis estudiantes de último año de secundaria deciden ingresar a Princeton para poder robar las respuestas a sus exámenes.,93,The Perfect Score (La puntuación perfecta),tt0314498
1083,5.9,38,Enki Bilal,Enki Bilal,"En un futuro lejano, la Tierra está ocupada por dioses antiguos y humanos genéticamente modificados. Cuando un dios es sentenciado a muerte, busca un nuevo recipiente humano y una mujer para dar a luz a su hijo.",103,Immortal (Ad Vitam),tt0314063
1084,No tiene datos,No tiene datos,No tiene datos,No tiene datos,No tiene datos,No tiene datos,No tiene datos,tt0313300
1085,5.2,33,Joe Camp,Joe Camp,"Lost and alone on the streets of a small Mississippi town, Benji struggles to save his mom from a backyard puppy mill, avoiding two dopey dogcatchers and an unwanted sidekick.",97,Benji: Off the Leash!,tt0315273
1086,5.3,No tiene datos,Philip Kaufman,Sarah Thorp,"Jessica, cuyo padre mató a su madre y se suicidó, es policía. Mientras investiga un asesinato, se encuentra en el centro de su propia investigación, cuando sus antiguos amantes comienzan a ser asesinados.",97,Giro inesperado,tt0315297
1087,4.5,32,Shiraz Jafri,Thomas Mortimer,"When Ameet and Saima's Indian-American families arrange for their marriage, they manage to stop it, only to realize they have actually fallen in love. By then, however, Saima's parents have promised her hand to sleazy playboy Ashol.",90,Ball & Chain,tt0315206
1088,5.9,No tiene datos,Paul Currie,"Paul Currie, Chip Richards","Tommy Matisse, a gifted musician, undertakes an odyssey of self-discovery and tragedy in Melbourne's dance music scene.",106,Un día perfecto,tt0316353
1089,4.6,No tiene datos,Rigoberto López,"Eugenio Hernández, Rigoberto López","It's a love story in Havana at the begining of the 19th century, between a young women from Haití and a German man. Both of them create the most important cofee plantation in Cuba with a very special philosophy of the slave work and comunity.",135,Roble de Olor,tt0316498
1090,6.2,No tiene datos,Darren Ashton,Shaun Angus Hall,"After a near death experience, five Boys, all devoted AC/DC fans, make a pact to bury their best friend next to the grave of Bon Scott. 12 years later, having gone their different ways, they come together to fulfill the promise.",98,Thunderstruck,tt0316763
1091,6.0,No tiene datos,Tony Giglio,"John E. Deaver, Tony Giglio, Johnny Hartmann",El submarino estadounidense Swordfish es atacado por torpedos y los supervivientes tomados por un submarino alemán amenazado por un brote de meningitis.,94,U-Boat,tt0316824
1092,6.7,No tiene datos,Joe Johnston,John Fusco,"En 1890, un vaquero venido a menos y su caballo viajan a Arabia para competir en una mortal carrera de caballos a través del desierto.",136,Océanos de fuego (Hidalgo),tt0317648
1093,6.0,No tiene datos,Beeban Kidron,Helen Fielding,"Tras encontrar el amor, Bridget Jones se pregunta si realmente sus sueños se han hecho realidad.",108,Bridget Jones: Sobreviviré,tt0317198
1094,7.4,No tiene datos,Marko Sanginetto,Marko Sanginetto,No tiene argumento,No tiene datos,The Whisper,tt0316895
1095,8.2,No tiene datos,Charlie Spickler,Paul BelliveauCharlie Spickler,No tiene datos,No tiene datos,Atlantic City Serenade,tt0317111
1096,5.9,67,Jeff Renfroe,"Jeff Renfroe, Marteinn Thorsson","After receiving mysterious empty packages inside his apartment, a young computer-programmer begins a personal investigation into their origins.",95,Paranoia 1.0,tt0317042
1097,7.7,No tiene datos,Walter Salles,Ernesto 'Che' Guevara,Una dramatización del viaje de juventud por carretera que cambio la vida de Ernesto Che Guevara.,126,Diarios de motocicleta,tt0318462
1098,6.0,No tiene datos,John Lee Hancock,Leslie Bohem,"En la primavera de 1836, cerca de San Antonio de Béjar, en la vieja misión de El Álamo, unos 200 tejanos resistieron trece días el asedio del general Antonio López de Santa Anna, presidente de México y comandante del ejército.",137,El Álamo: La leyenda,tt0318974
1099,6.3,No tiene datos,Steven Woodcock,Steven Woodcock,"La poderosa historia de la sexualidad reprimida ofrece comentarios sociales conmovedores y agudamente observadores, entrelazados con un tierno romance.",92,Entre dos mujeres,tt0319056
1100,6.8,No tiene datos,Marius Barna,"Marius Barna, Mihai Creanga",A perspective on the Romanian revolution which started in Timisoara.,90,Sindromul Timisoara,tt0319811
1101,6.9,No tiene datos,Walter Carvalho,"Lucinha Araújo, Fernando Bonassi, Victor Navas","The life and times of Cazuza, Brazilian singer/poet/enfant terrible, from his start with rock group ""Barão Vermelho"", to his death from Aids, in 1990, showing his career, love affairs, and involvement with drugs.",98,Cazuza: O Tempo Não Pára,tt0318590
1102,5.8,No tiene datos,Ioan Cãrmãzan,"Constantin Praida, Rudy Rosenfeld, Valentin Teodosiu",No tiene argumento,80,Raport despre starea natiunii,tt0320346
1103,5.6,No tiene datos,Mika Kaurismäki,"Eike Goreczka, Mika Kaurismäki, Ulrich Meyszies",A road movie based on the Greek story of Orpheus and Eurydice...,105,Honey Baby,tt0322590
1104,7.8,No tiene datos,Farhan Akhtar,Javed Akhtar,"An aimless, jobless, irresponsible grown man joins the army and matures into a battlefield hero.",186,Lakshya,tt0323013
1105,7.5,No tiene datos,Emir Kusturica,"Ranko Bozic, Emir Kusturica",What could be better for the village than a scenic railway to bring in the tourists? What could be worse for tourism than war? Luka builds the railway and shuts his eyes to war. Then Luka's wife runs off with a musician and his son is called up to the army. Luka's life is a war zone. Then he meets Sabaha..,155,La vida es un milagro,tt0322420
1106,6.9,No tiene datos,Paul McGuigan,Gilles Mimouni,"Un joven publicista cree ver a su amor de juventud en una cafetería y, obsesionado, pone su vida en punto muerto para encontrarla.",114,Obsesión,tt0324554
1107,5.4,83,Roger Steinmann,"Patricia Paradise, Roger Steinmann",Biopic about former Las Vegas singer Patricia Paradise and her search for Shangri-La.,107,Paradise,tt0323576
1108,7.8,No tiene datos,Ahmet Uluçay,Ahmet Uluçay,"In his award-winning debut feature film, director Ahmet Ulucay portrays the innocence of childhood and the lure of the cinema for two teens in a small Turkish village. Working for a watermelon seller by day, Remet spends his evenings trying to rebuild a film projector with his friend Mehmet. Both have big dreams to be famous film directors one day.",97,Karpuz Kabugundan Gemiler Yapmak,tt0325675
1109,4.7,No tiene datos,Damian Chapa,"Troy Barker, Damian Chapa, Carlton Holder","In the streets of East Los Angeles, Manny is a formidable drug dealer. Impressed by his extravagant lifestyle and prowess, his young son Kilo yearns to follow in his footsteps. Kilo resolves to learn how to prosper in the drug world, and his new life as a dealer begins. Starting off small, dealing to the high school and college market, Kilo discovers that the drug bus... Leer todo",128,El padrino,tt0325950
1110,4.9,No tiene datos,Marek Kanievska,Jim Piddock,"British war reporter Leo and American journalist Sally meet on assignment in Beirut. When Leo disappears, Sally begins to uncover his secret life, which leads her behind the Iron Curtain and into the clutches of the KGB. In HD.",96,Tercera identidad,tt0326828
1111,6.9,No tiene datos,Achim von Borries,"Achim von Borries, Henk Handloegten, Annette Hess","A posthumous look at the last days of Guenther's life as he, his best friend, and his sister let loose on a four-day binge of alcohol, drugs, and sex.",89,Laberinto de sexo y muerte,tt0325733
1112,4.5,No tiene datos,Ruud van Hemert,Mischa Alexander,Thijs uses the money he's offered to organize his best mate Ben's wedding to finance his own restaurant.,95,Feestje,tt0327717
1113,7.7,No tiene datos,Tony Scott,A.J. Quinnell,"En Ciudad de México, un asesino retirado busca venganza contra los que hicieron daño a la familia a la que había jurado proteger.",146,El fuego de la venganza,tt0328107
1114,5.8,9,Eric Small,Eric Small,The Dust Factory is an adventure about the love and friendship between two teenagers who help each other through a difficult time in their lives.,99,The Dust Factory,tt0329030
1115,6.9,No tiene datos,Cláudio Torres,"João Emanuel Carneiro, Elena Soarez, Cláudio Torres","Célio Rocha believes he was assigned by God Himself a difficult mission: to persuade his childhood friend Otávio Sabóia, a corrupt entrepeneur in the construction business, to give away all his possessions to the poor.",100,Redentor,tt0328316
1116,7.0,No tiene datos,Sergio Castellitto,Margaret Mazzantini,Una mujer sin recursos se lía con un médico de la alta sociedad.,125,No te muevas,tt0330702
1117,5.6,No tiene datos,Steve Suissa,"Daniel Cohen, Daniel Goldenberg, Steve Suissa","When a famous American film director, Rudolph Grichenberg, comes to Paris to cast a Yiddish version of 'The Merchant of Venice,' Maurice Kurtz and his friends try out for the role of Shylock. Thinking he has finally been cast in an important film role after years of obscurity, Maurice rushes home to tell his beloved wife, Perla. Later, Maurice discovers the part has g... Leer todo",89,Le grand rôle,tt0330080
1118,4.8,No tiene datos,Jorge Dyszel,"Audry Gutiérrez Alea, Jorge Dyszel","Tony is a Cuban-American Metals trader. Tony travels to Cuba. This journey also becomes a discovery of his own Cuban roots. Tony finds the beautiful Mariana whom he presumed had died at sea, and she awakens in him his true destiny.",95,"...en fin, el mar",tt0329953
1119,6.0,No tiene datos,Dominique Cabrera,"Dominique Cabrera, Antoine Montperrin","Set in the summer of 1942 during WWII, the film traces the trajectory of simple people thrown into extraordinary lives, revealing the heart-warming flame of hope and humanity that endures, even in times of war and dispair. As young Julien, his family and a group of friends traverse the French countryside after fleeing the institution they called home, Julien must deal... Leer todo",110,Folle embellie,tt0329088
1120,4.3,No tiene datos,Bryan Goeres,"Douglas L. Walton, Brent Huff, Robert Tiffe",A police officer searching for his missing sister in Spain uncovers a terrorist cell.,99,Terror global,tt0328993
1121,5.4,100,Greg Carter,"Derrick 'D-Reck' Dixon, Keith Kjornes","The streets are lined with cash and the only way to get it from the gangsters is to steal without hesitation and gun for your life like there's no tomorrow -- and when the bullets finish blazing, only the illest will be left standing.",98,Survival of the Illest,tt0330220
1122,4.0,No tiene datos,Linda Voorhees,Linda Voorhees,"The film is about a boy who locks himself in the bathroom to work out math equations on the shower wall. The boy has obsessive compulsive parents. The boy is obsessed with a cheerleader named Lacy, who lives across the street from.",83,Raising Genius,tt0328875
1123,6.4,No tiene datos,Jonathan Hensleigh,Jonathan Hensleigh,Un agente encubierto del FBI se convierte en un asesino vigilante y se propone desatar su ira contra el hombre de negocios corrupto que masacró a toda su familia en una reunión.,124,The Punisher (El castigador),tt0330793
1124,5.6,No tiene datos,Giovanni Fago,Marilisa CalòMassimo Felisatti,No tiene argumento,No tiene datos,Pontormo,tt0330778
1125,7.0,No tiene datos,Gil Junger,Christina Welsh,Hace falta una tragedia para que el joven empresario Ian aprenda a poner el amor por delante del trabajo y se abra a su novia Samantha.,92,Un día inesperado,tt0332136
1126,3.1,No tiene datos,Anders Lennberg,"Chi An Gramfors, Anders Lennberg, Lena Ollmark","Sabine is in love with Julia, but pulled simultaneously to the irresistible television program host Stella Moon.",96,Kärlekens språk,tt0330541
1127,6.3,No tiene datos,Hilde Van Mieghem,Hilde Van Mieghem,"Sarah, a beautiful and gifted 15-year-old from a wealthy but chaotic family, holds on to one dream: to run away from home and to become a professional ballet dancer.",100,De kus,tt0330539
1128,7.1,67,Jesse Kobayashi,Jesse Kobayashi,A Japanese-American father and son must confront their contrasting views of America within the anti-Japanese climate of a World War II American internment camp.,No tiene datos,Worlds Apart,tt0331372
1129,6.3,No tiene datos,Zeka Laplaine,Zeka Laplaine,"While on their honeymoon in Africa, a young French couple gets sidetracked by a series of odd events and swept up in the fervor of a coming election.",75,Le jardin de papa,tt0330474
1130,7.1,100,Juan Pablo Rebella,"Pablo Stoll, Juan Pablo Rebella, Gonzalo Delgado","Cuando su hermano perdido hace mucho tiempo reaparece, Jacobo, desesperado por demostrar que su vida ha valido, busca una esposa. Ante eso, busca a Marta, una empleada de su fábrica de calcetines, con quien mantiene una relación espinosa.",99,Whisky,tt0331370
1131,4.1,No tiene datos,Dave Silver,Dave Silver,"A woman returns home to have a baby and witnesses an environmental accident involving genetically modified crop of corn. Doubted by the community, she questions her own sanity as she tries to discover what's happening.",97,Corn,tt0330175
1132,7.3,No tiene datos,Wolfgang Petersen,Homer,"Una adaptación de la gran epopeya de Homero, la película sigue el asalto a Troya por las fuerzas griegas y narra el destino de los involucrados.",163,Troya,tt0332452
1133,6.5,No tiene datos,C.B. Smith,C.B. Smith,"Anthology of four unrelated stories set around four different couples in New York City coming to terms with their lives six months after the September 11, 2001 terrorist attacks.",80,Love Rome,tt0330582
1134,6.7,No tiene datos,Brian Dannelly,Brian Dannelly,"Cuando una joven que va a clase a un instituto cristiano se queda embaraza, todo el mundo le dará la espalda y le demonizará, incluidas sus antiguas amigas.",92,¡Salvados!,tt0332375
1135,7.8,No tiene datos,Nick Cassavetes,Jeremy Leven,Un anciano lee a una mujer con demencia la historia de dos jóvenes amantes cuyo romance se ve amenazado por la diferencia de sus respectivas clases sociales.,123,El diario de Noa,tt0332280
1136,5.8,No tiene datos,Pieter Jan Brugge,Pieter Jan Brugge,"Robert Redford encabeza el aclamado y estelar elenco, que incluye a Willem Dafoe y Helen Mirren, en este thriller que invita a la reflexión.",95,La sombra de un secuestro,tt0331952
1137,7.4,No tiene datos,Zach Braff,Zach Braff,Un joven atormentado y tranquilo vuelve a casa para asistir al funeral de su madre tras haber estado alejado de su familia durante una década.,102,Algo en común,tt0333766
1138,5.2,No tiene datos,Daniel Colas,Daniel Colas,"A city falls asleep. A prison escapee haunts the streets. While the mainstream media spread the news, the main stakeholders worry, are moved or revel in this escape. For one night, destinies will cross, souls be revealed, men will die.",105,Nuit noire,tt0334025
1139,4.9,No tiene datos,Varja Mocnik,"Varja Mocnik, Boris Petkovic, Hanna Antonina Wojcik Slak","L.V. Strocki is a traveling film projectionist in the best years. He is a representative of the first generation who watched partisan films, lived to see the invasion of the television and ended up among vampires. In the coastal region town he is preparing a film projection on the town square and a television team is making a documentary about this event. During the f... Leer todo",71,Desperado Tonic,tt0333874
1140,6.9,No tiene datos,Miha Hocevar,"Miha Hocevar, Ozren Kebo","Sani, a boy in puberty, and his elder brother Amir spend their summer holidays as usual in Slovenia to visit his uncle and his wife. The summer is beautiful, long and hot. Sani enjoys meeting new people, he likes the girls and the carefree fun. However, he does not realize that this is more than a vacation, namely, that he would stay in Slovenia. When he finds out abo... Leer todo",96,Na planincah,tt0334374
1141,7.2,No tiene datos,Mel Gibson,Benedict Fitzgerald,"Representa las últimas doce horas en la vida de Jesús de Nazaret, en el día de su crucifixión en Jerusalén",127,La pasión de Cristo,tt0335345
1142,4.8,No tiene datos,Frank M. Calo,Mark Bomback,"Una pareja acepta la clonación de su hijo fallecido, bajo la supervisión de un médico enigmático, pero cosas extrañas comienzan a suceder varios años después de su renacimiento.",102,El enviado (Godsend),tt0335121
1143,7.2,No tiene datos,Janez Burger,"Janez Burger, Ana Lasic","A successful stage director plans to put on an outdoor production of a previously unknown play by a famous writer, but is haunted by his past in the form of the actors and crew with whom he has to work.",99,Rusevine,tt0334267
1144,5.5,No tiene datos,Malcolm Needs,Malcolm Needs,A man who ran a brutal gang in the 1960s.,95,Charlie,tt0337540
1145,5.7,No tiene datos,Kevin Rodney Sullivan,Mark Brown,"El propietario de una barbería histórica es presionado para que se venda a un desarrollador de terrenos, pero debe enfrentar el impacto que esto tendría en su comunidad unida.",106,La barbería 2: Vuelta al negocio,tt0337579
1146,5.9,No tiene datos,Guy Ferland,Kate Gunzinger,"Katey se muda a La Habana en noviembre de 1958, al recibir su padre un ascenso en Ford. Conoce a un camarero local, quien la introduce a la sensual música/danza cubana. Entran en un gran concurso de baile por el premio cuando lo despiden.",86,Dirty Dancing 2,tt0338096
1147,7.7,No tiene datos,Miles Roston,Miles Roston,No tiene datos,52,14 Million Dreams,tt0337796
1148,6.2,No tiene datos,Jonathan Glazer,Jean-Claude Carrière,Un niño intenta convencer a una mujer de que renace su marido muerto.,100,Reencarnación,tt0337876
1149,No tiene datos,No tiene datos,No tiene datos,No tiene datos,No tiene datos,No tiene datos,No tiene datos,tt0338133
1150,6.7,No tiene datos,Kenan Kilic,Reinhard JudKenan Kilic,No tiene datos,65,Nachtreise,tt0339432
1151,6.6,No tiene datos,Stephen Whittaker,"James Mac, Innes, William Morrissey","A German rocket scientist arrives on a small Scottish island in the mid 1930s. He's there to run tests on a new type of rocket that is to be used for mail delivery between the island and the mainland. Initially he's met with skepticism, but slowly the islanders come to like and trust him. One of the young women falls in love with him, but with WWII around the corner l... Leer todo",112,El inventor alemán,tt0337708
1152,7.0,No tiene datos,István Szabó,W. Somerset Maugham,"Ambientada en el Londres de los años 30, la película narra las experiencias con el amor y la venganza de varios actores de teatro.",104,Conociendo a Julia,tt0340012
1153,5.8,No tiene datos,Steven Lovy,"Robert Lovy, Steven Lovy","A young Los Angeles club DJ, caught between the wishes of his overbearing father and his dreams of musical freedom, uncovers danger, music, a dark family secret and the girl of his dreams, while navigating the sexy and often dangerous streets of Budapest's famous night life.",97,Mix,tt0339397
1154,5.6,45,Jerry Jameson,Toby Lynch,"A clean family movie of action, humor, and love. Pilot Dan's mission: rescue a woman working a jungle clinic in midst of warfare. She and another are willing to sacrifice their lives for villagers. A daring rescue results in a changed life. Planes, helicopter, explosions, and Samaritan's Purse are elements.",83,Last Flight Out,tt0337660
1155,7.5,No tiene datos,Martin Scorsese,John Logan,"Los primeros años de la carrera del legendario director y aviador Howard Hughes, desde finales de los años veinte hasta mediados de los cuarenta.",170,El aviador,tt0338751
1156,7.3,20,Graeme Harper,Angelo AndreouSimon AndersonAngela Down,No tiene datos,107,The Face at the Window,tt0338020
1157,5.7,18,Paul Abascal,Forry Smith,A rising Hollywood actor decides to take personal revenge against a group of four persistent photographers to make them pay for almost causing a personal tragedy involving his wife and son.,84,Paparazzi,tt0338325
1158,7.0,No tiene datos,Jean-Jacques Annaud,Alain Godard,"Dos tigres son separados desde cachorros y llevados a cautiverio y, años más tarde, se vuelven a encontrar como enemigos cuando un explorador les obliga a luchar entre ellos.",109,Dos hermanos,tt0338512
1159,6.0,No tiene datos,Joseph Ardery,"Joseph Ardery, Manuel De Seixas Correa","A coming of age story following one summer in the lives of three friends in Louisville, KY.",96,Peoples,tt0339507
1160,6.5,No tiene datos,John Duigan,John Duigan,"Desde la década de los años 20, pasando por la Guerra Civil Española y el ascenso de Hitler al poder, las vidas de un maestro irlandés, una heredera provocadora y su musa española se entrecruzan.",132,Juegos de mujer,tt0338097
1161,8.3,No tiene datos,Michel Gondry,Charlie Kaufman,"Cuando su relación se deteriora, una pareja se somete a un proceso médico para borrar el uno al otro de su memoria.",108,¡Olvídate de mí!,tt0338013
