,0
1102,No tiene datos
1103,No tiene datos
1104,No tiene datos
1105,23
1106,No tiene datos
1107,31
1108,74
1109,No tiene datos
1110,No tiene datos
1111,No tiene datos
1112,No tiene datos
1113,57
1114,No tiene datos
1115,No tiene datos
1116,10
1117,No tiene datos
1118,No tiene datos
1119,27
1120,No tiene datos
1121,No tiene datos
1122,No tiene datos
1123,29
1124,No tiene datos
1125,No tiene datos
1126,No tiene datos
1127,No tiene datos
1128,No tiene datos
1129,No tiene datos
1130,No tiene datos
1131,No tiene datos
1132,40
1133,No tiene datos
1134,No tiene datos
1135,No tiene datos
1136,31
1137,75
1138,No tiene datos
1139,No tiene datos
1140,No tiene datos
1141,No tiene datos
1142,No tiene datos
1143,No tiene datos
1144,No tiene datos
1145,No tiene datos
1146,No tiene datos
1147,No tiene datos
1148,No tiene datos
1149,No tiene datos
1150,No tiene datos
1151,No tiene datos
1152,No tiene datos
1153,No tiene datos
1154,No tiene datos
1155,No tiene datos
1156,No tiene datos
1157,No tiene datos
1158,No tiene datos
1159,No tiene datos
1160,No tiene datos
1161,No tiene datos
1162,No tiene datos
1163,No tiene datos
1164,48
1165,No tiene datos
1166,No tiene datos
1167,No tiene datos
1168,No tiene datos
1169,No tiene datos
1170,No tiene datos
1171,No tiene datos
1172,42
1173,91
1174,No tiene datos
1175,No tiene datos
1176,No tiene datos
1177,No tiene datos
1178,No tiene datos
1179,No tiene datos
1180,No tiene datos
1181,No tiene datos
1182,No tiene datos
1183,60
1184,No tiene datos
1185,100
1186,No tiene datos
1187,No tiene datos
1188,No tiene datos
1189,No tiene datos
1190,No tiene datos
1191,No tiene datos
1192,40
1193,No tiene datos
1194,76
1195,No tiene datos
1196,86
1197,No tiene datos
1198,No tiene datos
1199,No tiene datos
1200,No tiene datos
1201,No tiene datos
1202,46
1203,No tiene datos
1204,No tiene datos
1205,No tiene datos
1206,No tiene datos
1207,No tiene datos
1208,No tiene datos
1209,No tiene datos
1210,20
1211,No tiene datos
1212,No tiene datos
1213,No tiene datos
1214,53
1215,No tiene datos
1216,No tiene datos
1217,No tiene datos
1218,No tiene datos
1219,No tiene datos
1220,No tiene datos
1221,No tiene datos
1222,No tiene datos
1223,No tiene datos
1224,No tiene datos
1225,No tiene datos
1226,No tiene datos
1227,62
1228,No tiene datos
1229,No tiene datos
1230,No tiene datos
1231,No tiene datos
1232,36
1233,50
1234,100
1235,No tiene datos
1236,No tiene datos
1237,No tiene datos
1238,88
1239,No tiene datos
1240,17
1241,No tiene datos
1242,No tiene datos
1243,No tiene datos
1244,No tiene datos
1245,No tiene datos
1246,No tiene datos
1247,No tiene datos
1248,No tiene datos
1249,No tiene datos
1250,No tiene datos
1251,No tiene datos
1252,No tiene datos
1253,No tiene datos
1254,No tiene datos
